time(UTC),T2m,RH,G(h),Gb(n),Gd(h),IR(h),WS10m,WD10m,SP
20150927:2300,19.29,83.75,0.0,-0.0,0.0,357.4,3.24,46.0,98727.0
20150928:0000,18.85,84.6,0.0,-0.0,0.0,343.6,3.1,42.0,98737.0
20150928:0100,18.53,84.85,0.0,-0.0,0.0,343.25,2.9,40.0,98717.0
20150928:0200,18.36,84.8,0.0,-0.0,0.0,347.4,2.9,43.0,98708.0
20150928:0300,18.03,85.55,0.0,-0.0,0.0,336.8,3.17,45.0,98688.0
20150928:0400,17.93,86.0,0.0,-0.0,0.0,347.0,3.38,44.0,98669.0
20150928:0500,17.65,87.2,0.0,-0.0,0.0,336.6,3.45,41.0,98669.0
20150928:0600,17.59,86.05,0.0,0.0,0.0,346.2,3.52,38.0,98717.0
20150928:0700,17.92,79.7,165.0,401.71,76.0,340.6,3.31,36.0,98756.0
20150928:0800,19.23,71.25,368.0,621.35,113.0,338.6,4.28,45.0,98785.0
20150928:0900,20.63,62.5,568.0,819.46,101.0,349.2,5.03,54.0,98795.0
20150928:1000,21.81,56.85,719.0,917.05,87.0,349.8,5.31,59.0,98795.0
20150928:1100,22.77,53.8,774.0,820.96,150.0,352.4,5.38,64.0,98747.0
20150928:1200,23.38,52.3,809.0,876.79,127.0,352.0,5.38,68.0,98688.0
20150928:1300,23.47,52.95,774.0,894.51,111.0,352.6,5.66,68.0,98621.0
20150928:1400,23.16,54.15,667.0,854.97,109.0,352.6,5.66,65.0,98543.0
20150928:1500,22.75,56.0,500.0,739.01,117.0,351.4,5.72,59.0,98504.0
20150928:1600,22.37,57.35,309.0,616.43,95.0,346.0,5.52,57.0,98533.0
20150928:1700,21.71,60.3,109.0,384.04,51.0,342.4,5.52,56.0,98524.0
20150928:1800,20.55,67.1,0.0,-0.0,0.0,342.2,5.17,60.0,98572.0
20150928:1900,19.75,75.0,0.0,-0.0,0.0,335.8,4.69,60.0,98611.0
20150928:2000,19.14,79.15,0.0,-0.0,0.0,334.2,4.41,57.0,98650.0
20150928:2100,18.69,81.25,0.0,-0.0,0.0,341.2,4.0,49.0,98650.0
20150928:2200,18.36,81.45,0.0,-0.0,0.0,335.0,4.14,44.0,98679.0
20150928:2300,17.99,82.25,0.0,-0.0,0.0,328.6,3.79,42.0,98688.0
20150929:0000,17.73,83.3,0.0,-0.0,0.0,339.6,3.52,40.0,98630.0
20150929:0100,17.63,83.8,0.0,-0.0,0.0,345.65,3.52,34.0,98591.0
20150929:0200,17.54,83.05,0.0,-0.0,0.0,351.4,3.66,31.0,98582.0
20150929:0300,17.44,82.05,0.0,-0.0,0.0,352.2,3.59,31.0,98495.0
20150929:0400,17.21,82.1,0.0,-0.0,0.0,339.8,3.38,35.0,98466.0
20150929:0500,17.11,81.6,0.0,-0.0,0.0,343.6,3.45,37.0,98417.0
20150929:0600,17.05,80.85,0.0,0.0,0.0,344.8,3.59,38.0,98417.0
20150929:0700,17.41,80.0,164.0,407.24,75.0,345.0,3.45,38.0,98417.0
20150929:0800,18.41,74.6,174.0,27.01,163.0,369.0,4.41,47.0,98427.0
20150929:0900,19.25,70.2,163.0,0.0,163.0,366.0,4.55,57.0,98427.0
20150929:1000,19.02,72.5,414.0,112.33,337.0,381.8,4.14,61.0,98388.0
20150929:1100,19.46,71.2,197.0,0.0,197.0,376.0,4.41,62.0,98369.0
20150929:1200,19.28,72.6,71.0,0.0,71.0,379.6,4.0,60.0,98359.0
20150929:1300,19.07,75.75,92.0,0.0,92.0,385.4,3.59,52.0,98281.0
20150929:1400,19.59,73.4,303.0,29.33,284.0,374.2,3.79,51.0,98223.0
20150929:1500,19.74,72.1,325.0,152.0,247.0,372.6,3.59,53.0,98175.0
20150929:1600,19.63,70.45,146.0,26.32,137.0,362.0,3.59,56.0,98165.0
20150929:1700,19.06,74.05,78.0,130.37,59.0,370.2,3.1,57.0,98165.0
20150929:1800,18.65,77.0,0.0,-0.0,0.0,360.4,2.55,62.0,98204.0
20150929:1900,18.48,82.35,0.0,-0.0,0.0,346.4,2.34,72.0,98252.0
20150929:2000,17.91,86.75,0.0,-0.0,0.0,334.8,1.93,64.0,98311.0
20150929:2100,17.56,88.85,0.0,-0.0,0.0,343.4,1.72,49.0,98349.0
20150929:2200,16.86,91.55,0.0,-0.0,0.0,331.4,1.24,22.0,98340.0
20150929:2300,16.84,90.05,0.0,-0.0,0.0,345.8,0.9,340.0,98369.0
20150930:0000,16.54,89.6,0.0,-0.0,0.0,333.6,0.97,319.0,98398.0
20150930:0100,16.26,90.45,0.0,-0.0,0.0,332.05,1.03,319.0,98378.0
20150930:0200,16.07,90.9,0.0,-0.0,0.0,338.2,1.03,314.0,98320.0
20150930:0300,15.38,93.05,0.0,-0.0,0.0,320.8,1.1,301.0,98311.0
20150930:0400,14.98,94.25,0.0,-0.0,0.0,333.6,1.24,290.0,98301.0
20150930:0500,14.63,94.25,0.0,-0.0,0.0,327.8,1.38,289.0,98349.0
20150930:0600,14.61,93.1,0.0,0.0,0.0,344.0,1.59,291.0,98388.0
20150930:0700,15.8,87.6,153.0,338.73,80.0,330.6,1.52,280.0,98446.0
20150930:0800,18.61,72.8,361.0,618.83,111.0,330.4,1.31,259.0,98504.0
20150930:0900,20.25,63.2,540.0,717.59,136.0,334.8,1.45,228.0,98533.0
20150930:1000,21.4,59.45,682.0,789.21,144.0,335.8,2.14,204.0,98582.0
20150930:1100,22.15,58.05,0.0,0.0,0.0,341.0,2.83,198.0,98621.0
20150930:1200,21.74,62.5,769.0,765.8,180.0,363.6,3.1,203.0,98650.0
20150930:1300,20.68,69.05,751.0,844.38,133.0,365.0,2.76,216.0,98601.0
20150930:1400,21.25,66.95,531.0,402.89,272.0,363.8,2.48,214.0,98591.0
20150930:1500,21.37,66.05,471.0,641.65,145.0,362.6,2.48,212.0,98572.0
20150930:1600,20.44,76.31,309.0,686.05,78.0,339.79,1.83,210.0,98582.0
20150930:1700,20.19,76.07,98.0,334.59,51.0,338.87,1.81,210.0,98621.0
20150930:1800,19.93,75.84,0.0,-0.0,0.0,337.96,1.8,217.0,98640.0
20150930:1900,19.67,75.6,0.0,-0.0,0.0,337.04,1.79,237.0,98679.0
20150930:2000,19.41,75.37,0.0,-0.0,0.0,336.12,1.77,256.0,98708.0
20150930:2100,19.15,75.13,0.0,-0.0,0.0,335.21,1.76,279.0,98805.0
20150930:2200,18.9,74.9,0.0,-0.0,0.0,334.29,1.74,282.0,98824.0
20150930:2300,18.64,74.66,0.0,-0.0,0.0,333.37,1.73,276.0,98843.0
20061001:0000,18.38,74.43,0.0,-0.0,0.0,332.46,1.72,275.0,98349.0
20061001:0100,18.12,74.2,0.0,-0.0,0.0,331.54,1.7,280.0,98378.0
20061001:0200,17.87,73.96,0.0,-0.0,0.0,330.62,1.69,287.0,98340.0
20061001:0300,17.61,73.73,0.0,-0.0,0.0,329.71,1.68,296.0,98340.0
20061001:0400,17.35,73.49,0.0,-0.0,0.0,328.79,1.66,302.0,98349.0
20061001:0500,17.09,73.26,0.0,-0.0,0.0,327.87,1.65,306.0,98388.0
20061001:0600,16.83,73.02,0.0,0.0,0.0,326.96,1.63,308.0,98407.0
20061001:0700,16.58,72.79,147.0,310.66,81.0,326.04,1.62,317.0,98436.0
20061001:0800,22.62,48.9,332.0,469.14,144.0,331.4,0.69,290.0,98495.0
20061001:0900,24.66,40.3,471.0,452.19,218.0,341.8,1.17,201.0,98562.0
20061001:1000,25.95,38.1,680.0,798.04,139.0,349.4,1.66,197.0,98553.0
20061001:1100,27.07,35.95,768.0,841.01,139.0,355.2,2.14,195.0,98543.0
20061001:1200,27.92,34.45,592.0,298.15,364.0,360.6,2.55,195.0,98514.0
20061001:1300,28.36,33.9,757.0,884.19,114.0,363.0,2.69,196.0,98456.0
20061001:1400,28.47,33.8,661.0,893.51,91.0,364.0,2.69,196.0,98407.0
20061001:1500,28.28,34.2,505.0,848.98,78.0,366.4,2.34,196.0,98388.0
20061001:1600,27.77,35.35,307.0,711.93,71.0,364.4,2.0,192.0,98349.0
20061001:1700,26.68,38.55,79.0,184.88,54.0,357.8,1.59,182.0,98340.0
20061001:1800,25.23,44.15,0.0,-0.0,0.0,352.0,0.9,174.0,98359.0
20061001:1900,23.93,55.2,0.0,-0.0,0.0,351.0,0.62,44.0,98369.0
20061001:2000,23.85,55.25,0.0,-0.0,0.0,346.4,0.9,30.0,98398.0
20061001:2100,23.09,59.75,0.0,-0.0,0.0,344.2,0.69,28.0,98417.0
20061001:2200,23.07,57.9,0.0,-0.0,0.0,342.8,0.34,3.0,98495.0
20061001:2300,22.88,58.1,0.0,-0.0,0.0,342.0,0.55,347.0,98466.0
20061002:0000,22.58,58.0,0.0,-0.0,0.0,340.8,0.9,356.0,98446.0
20061002:0100,21.46,61.1,0.0,-0.0,0.0,340.65,1.24,5.0,98427.0
20061002:0200,20.57,63.2,0.0,-0.0,0.0,340.0,1.59,5.0,98398.0
20061002:0300,20.03,63.75,0.0,-0.0,0.0,339.2,1.79,2.0,98388.0
20061002:0400,19.85,62.75,0.0,-0.0,0.0,341.8,1.72,357.0,98359.0
20061002:0500,19.97,60.45,0.0,-0.0,0.0,339.4,1.52,355.0,98369.0
20061002:0600,20.27,57.45,0.0,0.0,0.0,339.0,1.45,355.0,98369.0
20061002:0700,21.13,53.0,153.0,382.11,73.0,343.4,1.1,351.0,98398.0
20061002:0800,24.04,44.75,360.0,644.11,104.0,348.8,0.34,59.0,98475.0
20061002:0900,25.69,42.7,550.0,798.63,106.0,354.0,0.76,145.0,98514.0
20061002:1000,27.11,40.35,684.0,827.79,126.0,361.0,1.31,163.0,98475.0
20061002:1100,28.2,38.65,755.0,809.38,153.0,365.8,1.86,168.0,98456.0
20061002:1200,28.89,37.4,592.0,306.46,359.0,370.0,2.21,174.0,98417.0
20061002:1300,29.25,36.75,719.0,757.08,172.0,372.0,2.41,182.0,98378.0
20061002:1400,29.42,36.65,662.0,924.18,77.0,376.0,2.34,204.0,98291.0
20061002:1500,29.57,36.45,494.0,815.51,88.0,382.6,2.9,217.0,98272.0
20061002:1600,28.98,39.65,281.0,554.73,100.0,371.8,3.17,223.0,98204.0
20061002:1700,28.07,43.35,68.0,123.08,52.0,363.6,3.03,232.0,98185.0
20061002:1800,27.18,45.2,0.0,-0.0,0.0,355.0,2.69,245.0,98165.0
20061002:1900,26.88,43.45,0.0,-0.0,0.0,347.8,2.69,257.0,98175.0
20061002:2000,26.55,40.4,0.0,-0.0,0.0,346.2,2.76,257.0,98204.0
20061002:2100,25.76,39.35,0.0,-0.0,0.0,344.4,2.97,255.0,98214.0
20061002:2200,24.81,40.15,0.0,-0.0,0.0,343.6,3.03,254.0,98233.0
20061002:2300,23.92,42.15,0.0,-0.0,0.0,342.2,3.1,253.0,98233.0
20061003:0000,23.21,44.7,0.0,-0.0,0.0,341.0,3.24,253.0,98223.0
20061003:0100,22.86,47.9,0.0,-0.0,0.0,339.45,3.45,251.0,98233.0
20061003:0200,22.44,50.65,0.0,-0.0,0.0,338.8,3.59,252.0,98194.0
20061003:0300,22.09,52.9,0.0,-0.0,0.0,338.8,3.66,254.0,98165.0
20061003:0400,21.78,54.4,0.0,-0.0,0.0,338.6,3.52,256.0,98146.0
20061003:0500,21.39,55.7,0.0,-0.0,0.0,339.0,3.38,259.0,98156.0
20061003:0600,21.12,56.1,0.0,0.0,0.0,338.4,3.38,260.0,98156.0
20061003:0700,21.61,52.4,158.0,450.9,65.0,338.2,3.24,258.0,98214.0
20061003:0800,24.62,43.3,351.0,606.4,112.0,342.2,3.52,247.0,98272.0
20061003:0900,27.02,36.5,529.0,711.46,136.0,347.6,4.41,238.0,98330.0
20061003:1000,28.34,33.0,676.0,810.18,133.0,353.2,5.1,235.0,98349.0
20061003:1100,29.21,30.85,742.0,777.43,167.0,358.0,5.86,235.0,98301.0
20061003:1200,29.74,29.9,551.0,235.5,373.0,359.8,6.28,235.0,98272.0
20061003:1300,29.83,30.7,734.0,833.12,136.0,362.4,6.28,235.0,98233.0
20061003:1400,29.65,32.95,626.0,781.79,135.0,361.0,6.21,236.0,98175.0
20061003:1500,29.19,35.8,483.0,783.37,97.0,361.0,5.86,238.0,98165.0
20061003:1600,28.45,38.75,251.0,395.53,124.0,360.8,5.52,238.0,98136.0
20061003:1700,27.4,41.6,78.0,248.42,47.0,357.4,4.83,240.0,98156.0
20061003:1800,26.06,45.25,0.0,-0.0,0.0,350.2,4.07,241.0,98175.0
20061003:1900,25.23,49.75,0.0,-0.0,0.0,348.0,3.45,249.0,98243.0
20061003:2000,24.5,50.55,0.0,-0.0,0.0,341.6,3.03,255.0,98301.0
20061003:2100,23.43,52.15,0.0,-0.0,0.0,333.2,2.62,262.0,98359.0
20061003:2200,22.34,53.2,0.0,-0.0,0.0,325.2,2.34,272.0,98436.0
20061003:2300,21.33,53.5,0.0,-0.0,0.0,323.8,2.14,284.0,98436.0
20061004:0000,20.29,54.0,0.0,-0.0,0.0,321.6,1.93,293.0,98475.0
20061004:0100,19.42,55.25,0.0,-0.0,0.0,325.65,1.72,300.0,98485.0
20061004:0200,18.6,56.9,0.0,-0.0,0.0,321.2,1.52,301.0,98485.0
20061004:0300,18.47,56.2,0.0,-0.0,0.0,321.4,1.31,301.0,98466.0
20061004:0400,18.42,55.85,0.0,-0.0,0.0,320.8,1.17,307.0,98524.0
20061004:0500,18.05,56.9,0.0,-0.0,0.0,312.6,1.1,316.0,98562.0
20061004:0600,17.96,56.95,0.0,-0.0,0.0,316.0,1.1,319.0,98582.0
20061004:0700,18.79,53.35,102.0,88.62,84.0,315.6,0.69,332.0,98650.0
20061004:0800,20.14,47.05,245.0,163.77,181.0,315.8,0.21,320.0,98717.0
20061004:0900,21.4,41.45,476.0,502.94,200.0,324.8,0.69,177.0,98795.0
20061004:1000,21.86,45.25,559.0,420.22,279.0,343.6,1.79,183.0,98843.0
20061004:1100,21.98,47.85,627.0,436.49,306.0,357.4,2.07,196.0,98853.0
20061004:1200,22.4,46.0,339.0,21.29,323.0,365.0,2.07,203.0,98834.0
20061004:1300,22.47,46.05,511.0,224.39,351.0,368.8,2.07,203.0,98747.0
20061004:1400,22.54,45.95,512.0,393.2,267.0,357.6,2.0,209.0,98737.0
20061004:1500,22.64,45.7,419.0,496.27,177.0,346.2,1.86,211.0,98727.0
20061004:1600,22.51,46.75,204.0,193.09,143.0,333.4,2.07,202.0,98698.0
20061004:1700,21.87,50.5,60.0,108.69,47.0,337.4,2.28,208.0,98708.0
20061004:1800,21.02,56.2,0.0,-0.0,0.0,329.4,2.0,219.0,98737.0
20061004:1900,20.49,61.05,0.0,-0.0,0.0,323.6,1.24,217.0,98795.0
20061004:2000,20.15,64.3,0.0,-0.0,0.0,327.6,0.55,242.0,98824.0
20061004:2100,19.99,65.15,0.0,-0.0,0.0,319.4,0.41,344.0,98853.0
20061004:2200,19.17,69.1,0.0,-0.0,0.0,319.2,0.9,17.0,98863.0
20061004:2300,18.58,71.0,0.0,-0.0,0.0,316.2,1.03,19.0,98872.0
20061005:0000,18.62,69.5,0.0,-0.0,0.0,320.2,0.97,20.0,98863.0
20061005:0100,18.4,69.8,0.0,-0.0,0.0,322.85,0.9,18.0,98834.0
20061005:0200,18.04,70.35,0.0,-0.0,0.0,320.6,0.83,11.0,98814.0
20061005:0300,17.75,70.45,0.0,-0.0,0.0,315.2,0.83,9.0,98805.0
20061005:0400,17.31,71.2,0.0,-0.0,0.0,310.4,0.97,8.0,98853.0
20061005:0500,16.89,71.25,0.0,-0.0,0.0,308.0,1.1,8.0,98892.0
20061005:0600,15.96,73.15,0.0,-0.0,0.0,308.2,1.38,4.0,98892.0
20061005:0700,15.78,73.25,156.0,480.12,60.0,306.6,1.59,2.0,98989.0
20061005:0800,18.36,58.5,346.0,614.35,108.0,308.8,1.38,17.0,99066.0
20061005:0900,21.29,40.3,533.0,764.96,116.0,316.8,1.72,41.0,99144.0
20061005:1000,22.55,34.8,671.0,824.29,125.0,322.8,1.86,66.0,99163.0
20061005:1100,23.52,32.0,785.0,981.96,67.0,321.6,2.21,92.0,99144.0
20061005:1200,24.23,30.75,769.0,844.89,138.0,324.6,2.76,108.0,99134.0
20061005:1300,24.48,31.25,758.0,972.77,69.0,327.2,3.38,117.0,99105.0
20061005:1400,24.61,31.15,632.0,854.18,104.0,331.0,3.17,118.0,99095.0
20061005:1500,23.69,37.0,472.0,779.2,96.0,340.0,4.0,134.0,99105.0
20061005:1600,22.09,45.35,250.0,444.09,112.0,325.8,3.52,144.0,99124.0
20061005:1700,20.74,51.55,69.0,227.16,43.0,323.2,2.14,149.0,99134.0
20061005:1800,19.8,56.75,0.0,-0.0,0.0,319.4,1.1,150.0,99183.0
20061005:1900,19.24,60.9,0.0,-0.0,0.0,318.0,0.55,155.0,99231.0
20061005:2000,19.01,62.1,0.0,-0.0,0.0,316.6,0.14,222.0,99260.0
20061005:2100,18.89,62.25,0.0,-0.0,0.0,315.6,0.21,335.0,99308.0
20061005:2200,18.69,63.45,0.0,-0.0,0.0,314.4,0.41,10.0,99338.0
20061005:2300,18.34,66.0,0.0,-0.0,0.0,313.4,0.69,355.0,99338.0
20061006:0000,17.99,68.85,0.0,-0.0,0.0,312.2,0.83,349.0,99308.0
20061006:0100,17.2,72.4,0.0,-0.0,0.0,310.65,0.97,360.0,99270.0
20061006:0200,16.57,76.55,0.0,-0.0,0.0,308.6,1.1,3.0,99231.0
20061006:0300,15.85,80.35,0.0,-0.0,0.0,306.8,1.24,357.0,99202.0
20061006:0400,15.38,82.35,0.0,-0.0,0.0,305.8,1.31,354.0,99192.0
20061006:0500,15.12,82.9,0.0,-0.0,0.0,304.4,1.31,355.0,99202.0
20061006:0600,15.02,82.05,0.0,-0.0,0.0,303.6,1.24,359.0,99202.0
20061006:0700,14.72,84.1,154.0,482.82,59.0,307.8,1.1,356.0,99231.0
20061006:0800,17.28,66.3,350.0,661.48,96.0,312.2,0.83,50.0,99279.0
20061006:0900,19.89,49.05,538.0,807.09,101.0,316.2,1.24,103.0,99289.0
20061006:1000,21.16,43.7,667.0,823.18,125.0,320.0,1.66,134.0,99289.0
20061006:1100,22.08,41.85,725.0,759.35,173.0,324.2,2.28,148.0,99221.0
20061006:1200,22.67,42.05,524.0,206.11,371.0,327.6,2.83,155.0,99163.0
20061006:1300,22.88,43.3,703.0,767.58,163.0,329.6,3.03,159.0,99086.0
20061006:1400,22.79,45.4,613.0,790.97,128.0,330.6,3.1,160.0,98989.0
20061006:1500,22.37,48.2,464.0,760.28,101.0,329.8,2.76,160.0,98931.0
20061006:1600,21.77,51.4,234.0,369.75,121.0,328.8,2.34,161.0,98911.0
20061006:1700,20.82,56.35,68.0,246.93,41.0,326.2,1.86,168.0,98892.0
20061006:1800,19.75,63.15,0.0,-0.0,0.0,322.2,1.24,178.0,98902.0
20061006:1900,18.93,70.25,0.0,-0.0,0.0,320.0,0.83,219.0,98911.0
20061006:2000,18.74,72.45,0.0,-0.0,0.0,318.8,0.83,261.0,98921.0
20061006:2100,18.38,76.05,0.0,-0.0,0.0,320.8,0.97,286.0,98931.0
20061006:2200,17.96,78.95,0.0,-0.0,0.0,321.6,0.9,304.0,98950.0
20061006:2300,18.03,78.5,0.0,-0.0,0.0,323.6,0.83,311.0,98911.0
20061007:0000,17.77,79.15,0.0,-0.0,0.0,322.0,0.83,309.0,98872.0
20061007:0100,17.42,79.35,0.0,-0.0,0.0,321.65,0.83,303.0,98834.0
20061007:0200,17.14,78.75,0.0,-0.0,0.0,324.0,0.9,299.0,98785.0
20061007:0300,16.9,77.5,0.0,-0.0,0.0,326.4,1.03,296.0,98756.0
20061007:0400,16.59,76.05,0.0,-0.0,0.0,324.4,1.17,303.0,98756.0
20061007:0500,16.09,75.25,0.0,-0.0,0.0,327.6,1.31,313.0,98756.0
20061007:0600,15.85,72.6,0.0,-0.0,0.0,328.8,1.31,319.0,98756.0
20061007:0700,15.64,69.2,153.0,506.34,55.0,328.0,1.45,303.0,98785.0
20061007:0800,19.12,51.45,346.0,659.58,95.0,331.0,0.9,286.0,98805.0
20061007:0900,21.95,40.05,547.0,877.74,75.0,335.4,0.76,225.0,98814.0
20061007:1000,23.52,39.95,652.0,776.25,144.0,336.0,1.38,185.0,98824.0
20061007:1100,24.59,38.65,724.0,773.54,165.0,340.4,1.86,175.0,98776.0
20061007:1200,25.3,36.7,524.0,212.81,367.0,342.4,2.14,174.0,98737.0
20061007:1300,25.58,36.25,667.0,655.48,209.0,345.4,2.21,175.0,98679.0
20061007:1400,25.45,37.15,601.0,759.61,139.0,351.4,2.14,177.0,98591.0
20061007:1500,24.89,39.55,439.0,652.02,131.0,359.2,1.79,175.0,98562.0
20061007:1600,24.19,42.8,124.0,23.3,117.0,362.8,1.38,168.0,98524.0
20061007:1700,23.38,46.8,56.0,153.47,40.0,355.4,0.97,152.0,98524.0
20061007:1800,22.71,50.15,0.0,-0.0,0.0,360.2,0.62,115.0,98524.0
20061007:1900,22.0,54.95,0.0,-0.0,0.0,341.8,0.34,27.0,98533.0
20061007:2000,21.81,57.85,0.0,-0.0,0.0,341.2,0.41,9.0,98572.0
20061007:2100,21.47,57.8,0.0,-0.0,0.0,333.6,0.48,339.0,98582.0
20061007:2200,21.25,58.9,0.0,-0.0,0.0,331.6,0.55,355.0,98621.0
20061007:2300,21.0,60.15,0.0,-0.0,0.0,332.0,0.83,23.0,98591.0
20061008:0000,19.9,64.4,0.0,-0.0,0.0,328.6,1.17,36.0,98582.0
20061008:0100,19.01,66.85,0.0,-0.0,0.0,328.45,1.45,36.0,98553.0
20061008:0200,18.37,67.9,0.0,-0.0,0.0,321.8,1.66,33.0,98533.0
20061008:0300,17.91,67.95,0.0,-0.0,0.0,312.6,1.72,30.0,98514.0
20061008:0400,17.48,67.9,0.0,-0.0,0.0,310.8,1.86,28.0,98524.0
20061008:0500,16.92,68.7,0.0,-0.0,0.0,309.0,2.07,27.0,98514.0
20061008:0600,16.48,69.0,0.0,-0.0,0.0,307.2,2.14,26.0,98543.0
20061008:0700,16.52,70.4,146.0,457.16,59.0,308.8,2.0,24.0,98553.0
20061008:0800,19.18,59.15,332.0,586.1,111.0,312.0,2.0,41.0,98582.0
20061008:0900,22.44,42.45,516.0,732.21,125.0,317.6,2.83,60.0,98621.0
20061008:1000,23.77,36.85,651.0,790.28,137.0,323.0,3.1,75.0,98611.0
20061008:1100,24.71,34.45,716.0,757.3,172.0,326.6,3.24,86.0,98611.0
20061008:1200,25.33,33.55,513.0,199.13,367.0,329.8,3.45,93.0,98601.0
20061008:1300,25.59,33.55,681.0,720.53,181.0,331.4,3.59,95.0,98533.0
20061008:1400,25.56,34.3,599.0,772.48,133.0,331.4,3.66,95.0,98495.0
20061008:1500,25.22,35.85,448.0,727.56,108.0,329.6,3.66,91.0,98485.0
20061008:1600,24.51,38.5,226.0,372.38,116.0,327.0,3.45,87.0,98456.0
20061008:1700,23.41,42.9,64.0,292.3,35.0,323.0,3.03,81.0,98466.0
20061008:1800,22.19,49.0,0.0,-0.0,0.0,321.0,2.55,70.0,98514.0
20061008:1900,21.01,55.7,0.0,-0.0,0.0,320.6,2.34,58.0,98553.0
20061008:2000,20.41,59.2,0.0,-0.0,0.0,321.8,2.28,49.0,98562.0
20061008:2100,19.68,62.8,0.0,-0.0,0.0,316.0,2.28,39.0,98601.0
20061008:2200,18.85,65.35,0.0,-0.0,0.0,313.0,2.21,36.0,98630.0
20061008:2300,18.06,66.7,0.0,-0.0,0.0,311.8,2.28,33.0,98650.0
20061009:0000,17.31,67.85,0.0,-0.0,0.0,309.2,2.28,29.0,98640.0
20061009:0100,16.55,68.25,0.0,-0.0,0.0,308.0,2.41,26.0,98601.0
20061009:0200,16.02,69.05,0.0,-0.0,0.0,307.4,2.41,23.0,98572.0
20061009:0300,15.48,70.2,0.0,-0.0,0.0,306.4,2.48,20.0,98562.0
20061009:0400,15.0,71.1,0.0,-0.0,0.0,306.6,2.48,17.0,98553.0
20061009:0500,14.61,71.6,0.0,-0.0,0.0,306.6,2.48,18.0,98582.0
20061009:0600,14.45,71.1,0.0,-0.0,0.0,308.4,2.48,20.0,98601.0
20061009:0700,15.12,68.95,135.0,374.26,65.0,313.2,2.21,20.0,98630.0
20061009:0800,18.8,54.1,211.0,107.08,171.0,318.6,2.55,43.0,98679.0
20061009:0900,21.35,47.45,456.0,488.47,197.0,325.2,3.38,57.0,98717.0
20061009:1000,22.31,46.45,337.0,54.15,302.0,346.0,3.38,67.0,98756.0
20061009:1100,23.5,44.15,608.0,432.77,299.0,341.6,3.38,78.0,98737.0
20061009:1200,24.27,43.4,284.0,6.86,279.0,348.4,3.52,85.0,98698.0
20061009:1300,24.57,44.65,691.0,779.24,154.0,364.2,3.66,86.0,98621.0
20061009:1400,24.53,47.45,590.0,755.49,138.0,360.2,3.93,84.0,98572.0
20061009:1500,24.2,51.15,421.0,610.03,139.0,351.2,4.07,81.0,98524.0
20061009:1600,23.54,55.75,201.0,258.32,126.0,346.0,4.0,77.0,98524.0
20061009:1700,22.37,62.6,51.0,159.23,36.0,342.2,3.93,73.0,98524.0
20061009:1800,21.08,71.1,0.0,-0.0,0.0,340.6,3.59,65.0,98543.0
20061009:1900,20.05,79.5,0.0,-0.0,0.0,335.6,3.38,56.0,98572.0
20061009:2000,19.6,81.85,0.0,-0.0,0.0,336.4,3.03,52.0,98611.0
20061009:2100,19.12,84.55,0.0,-0.0,0.0,334.2,2.62,48.0,98650.0
20061009:2200,18.61,87.35,0.0,-0.0,0.0,332.2,2.41,43.0,98659.0
20061009:2300,18.19,89.35,0.0,-0.0,0.0,334.6,2.41,36.0,98659.0
20061010:0000,17.77,90.6,0.0,-0.0,0.0,334.0,2.41,31.0,98621.0
20061010:0100,17.25,91.35,0.0,-0.0,0.0,329.05,2.34,27.0,98591.0
20061010:0200,16.73,91.55,0.0,-0.0,0.0,324.8,2.41,24.0,98572.0
20061010:0300,16.25,91.2,0.0,-0.0,0.0,324.4,2.41,21.0,98524.0
20061010:0400,15.95,89.65,0.0,-0.0,0.0,333.2,2.34,18.0,98524.0
20061010:0500,15.61,87.0,0.0,-0.0,0.0,327.0,2.28,18.0,98524.0
20061010:0600,15.25,85.55,0.0,-0.0,0.0,321.2,2.21,19.0,98533.0
20061010:0700,15.86,80.4,122.0,283.0,70.0,321.2,2.07,26.0,98562.0
20061010:0800,19.04,60.5,316.0,526.98,121.0,321.2,2.41,46.0,98621.0
20061010:0900,20.8,54.9,480.0,600.28,164.0,331.6,2.83,63.0,98630.0
20061010:1000,22.27,49.1,628.0,728.68,160.0,344.4,2.83,77.0,98630.0
20061010:1100,23.34,45.1,640.0,532.66,262.0,343.0,2.76,88.0,98582.0
20061010:1200,24.0,43.6,413.0,80.11,355.0,347.4,2.69,97.0,98504.0
20061010:1300,24.36,43.55,648.0,638.59,211.0,353.6,2.69,104.0,98456.0
20061010:1400,24.33,45.15,440.0,267.97,281.0,355.2,2.62,110.0,98407.0
20061010:1500,23.86,48.45,359.0,358.67,195.0,359.2,2.48,112.0,98398.0
20061010:1600,23.0,53.65,134.0,49.07,120.0,355.4,2.28,112.0,98369.0
20061010:1700,21.89,60.05,44.0,123.26,33.0,353.4,1.72,113.0,98388.0
20061010:1800,20.87,66.55,0.0,-0.0,0.0,346.4,1.17,123.0,98446.0
20061010:1900,19.9,75.4,0.0,-0.0,0.0,338.4,0.69,165.0,98485.0
20061010:2000,19.43,78.85,0.0,-0.0,0.0,332.8,1.03,210.0,98524.0
20061010:2100,18.84,83.15,0.0,-0.0,0.0,330.4,1.17,225.0,98553.0
20061010:2200,17.99,89.55,0.0,-0.0,0.0,326.6,1.38,241.0,98572.0
20061010:2300,17.44,93.5,0.0,-0.0,0.0,334.0,1.59,246.0,98562.0
